rank,usersname,Mode,compute,corr,mmc,fnc,stake,roi_1_day,roi_3_months,roi_1_year
743,THEMICON,No Mode,No Compute,0.0233,0.0006,0.0164,0.0,0.023,0.074,3.856
746,RSAI2,No Mode,No Compute,0.0232,0.0024,0.007,1.41,0.0044,0.241,0.0
750,EIT_6,No Mode,No Compute,0.0232,-0.0002,0.0087,0.016,0.023,0.181,0.0
755,THEMICONTWO,No Mode,No Compute,0.0231,-0.0007,0.0097,8.59,0.013,0.103,0.0
756,JAVIBEAR,No Mode,No Compute,0.0231,-0.0025,0.0137,54.28,0.034,0.188,1.317
760,BUDBOT_5,No Mode,No Compute,0.023,-0.0006,0.0109,2.86,0.017,0.161,0.0
761,WICKED,No Mode,No Compute,0.023,-0.0013,0.0144,0.0,0.0,0.0,0.0
762,AKUMEI,No Mode,No Compute,0.023,0.0028,0.0096,8.57,0.003,0.219,0.0
767,THEMICONMANWEB,No Mode,No Compute,0.0229,-0.0013,0.0143,0.0,0.018,0.062,3.074
768,GM_FUNKY,No Mode,No Compute,0.0229,0.0037,0.0092,0.0,0.0,0.0,0.0
769,NOOBERAI__,No Mode,No Compute,0.0229,0.0021,0.0088,0.0,0.0,0.0,0.0
770,BERTAM_GAAR_EKSTRA,No Mode,No Compute,0.0229,-0.0039,0.0056,11.85,0.03,0.422,0.0
777,MAXIMUM,No Mode,No Compute,0.0227,0.0001,0.0093,0.0,0.0,0.0,0.0
779,ORTHOGONAL,No Mode,No Compute,0.0227,0.0084,0.0041,0.0,0.0,0.0,0.0
780,DSTATZ,No Mode,No Compute,0.0227,-0.0012,0.0158,26.81,0.017,0.0008,0.0
781,NOSAAI6,No Mode,No Compute,0.0227,-0.001,0.0137,0.12,0.018,0.111,0.0
789,PATRICKPEI,No Mode,No Compute,0.0225,-0.0033,0.0149,20.0,0.0036,0.078,0.0
790,NOSAAI4,No Mode,No Compute,0.0225,-0.0006,0.0146,1.58,0.019,0.098,0.0
791,FRINFON,No Mode,No Compute,0.0224,-0.0011,0.006,0.0,0.0,0.0,0.0
794,DILITHIUMDILOPHOSAUR,No Mode,No Compute,0.0223,-0.0007,0.0116,0.0,0.0,0.0,0.0
795,HIRO_RANDOMFOREST,No Mode,No Compute,0.0223,0.0093,0.0109,0.0,0.0,0.0,0.0
798,BASEMATH,No Mode,No Compute,0.0223,0.0034,0.0073,0.0,0.0,0.0,0.0
800,THE_SWEETSPOT,No Mode,No Compute,0.0223,-0.0002,0.0146,14.02,0.0095,0.155,0.0
803,KOERRIE4,No Mode,No Compute,0.0223,-0.0025,0.0141,35.26,0.024,0.188,0.0
804,CAFEOMANCY,No Mode,No Compute,0.0223,0.0094,0.0138,0.0,0.0,0.0,0.0
812,RGG81_SECOND,No Mode,No Compute,0.0221,-0.001,0.0171,22.31,0.013,0.097,0.0
813,AKUMEI2,No Mode,No Compute,0.0221,0.002,0.0076,4.97,0.0021,0.221,0.0
821,ANR,No Mode,No Compute,0.022,-0.0027,0.0103,0.0,0.0099,0.19,1.728
824,PAOLO 2.0,No Mode,No Compute,0.0218,-0.0024,0.012,15.87,0.032,0.151,0.0
826,SSH,No Mode,No Compute,0.0218,-0.0008,0.0132,756.08,0.01,0.243,0.661
830,BLEAKSTER,No Mode,No Compute,0.0217,-0.0016,0.0136,14.97,0.02,0.113,1.934
831,ALFA,No Mode,No Compute,0.0217,0.0014,0.0057,0.0,0.0,0.0,0.0
835,WE_ARE_YOU,No Mode,No Compute,0.0216,-0.0021,0.0122,0.011,0.017,0.0,0.0
838,BIGTOMT22,No Mode,No Compute,0.0216,-0.0034,0.0022,7.65,0.025,0.261,0.0
839,SLOW,No Mode,No Compute,0.0216,-0.0004,0.0105,0.0,0.0,0.0,0.0
841,MNCREATIONS_7,No Mode,No Compute,0.0215,-0.0008,0.0119,0.0,0.014,0.0,0.0
842,THE_PARACHUTE,No Mode,No Compute,0.0215,-0.0003,0.0126,13.51,0.0028,0.137,0.0
844,ALLSELECTOR,No Mode,No Compute,0.0214,0.003,0.0045,0.0,0.0,0.0,0.0
845,H2O,No Mode,No Compute,0.0214,-0.0011,0.0015,35.4,0.034,0.218,0.0
849,MUBETA,No Mode,No Compute,0.0213,0.0014,0.0066,0.014,0.035,0.237,0.0
852,NOSAAI,No Mode,No Compute,0.0213,-0.0015,0.0135,31.53,0.021,0.087,2.194
853,GOAWAYAI,No Mode,No Compute,0.0213,-0.0011,0.0085,0.0,0.0,0.0,0.0
854,MIKEC_4,No Mode,No Compute,0.0212,0.0034,0.0083,1.05,0.0082,0.154,0.0
855,MUALPHA,No Mode,No Compute,0.0212,-0.0049,0.0195,0.01,0.0068,0.0,0.0
858,EXP_1104,No Mode,No Compute,0.0211,-0.0006,0.0055,0.0,0.0,0.0,0.0
862,GAUSSNEWTON_SHALLOW,No Mode,No Compute,0.0211,0.0026,0.0057,0.0,0.0,0.0,0.0
865,ATATURK,No Mode,No Compute,0.021,0.003,0.0135,492.66,0.0011,0.222,1.316
868,DWARF_SHARPE,No Mode,No Compute,0.021,0.0181,0.0107,0.0,0.0,0.0,0.0
870,USIGMA10,No Mode,No Compute,0.021,0.0064,0.0021,17.04,0.013,0.287,0.0
876,THEMICONTHREE,No Mode,No Compute,0.0209,-0.0008,0.014,137.72,0.011,0.012,0.0
878,CWFT303,No Mode,No Compute,0.0209,0.0004,0.012,3.23,0.036,0.129,0.0
880,ALISA,No Mode,No Compute,0.0209,-0.0028,0.0144,189.83,0.025,0.147,2.14
881,THE_AIJOE4,No Mode,No Compute,0.0208,-0.0054,0.0117,11.32,0.019,0.0,0.0
882,MNCREATIONS_8,No Mode,No Compute,0.0208,-0.0025,0.0158,0.0,0.0,0.0,0.0
887,CORSAIR,No Mode,No Compute,0.0208,0.0021,0.0071,0.0,0.0,0.0,0.0
892,COMEONAI,No Mode,No Compute,0.0207,-0.0001,0.0053,0.0,0.0,0.0,0.0
893,THE_AIJOE2,No Mode,No Compute,0.0207,-0.0014,0.013,11.05,0.0095,0.0,0.0
894,NOSAAI3,No Mode,No Compute,0.0207,-0.0015,0.0129,31.72,0.02,0.094,2.108
896,NARF,No Mode,No Compute,0.0206,-0.0034,0.012,71.84,0.023,0.221,1.251
899,NARHASAN,No Mode,No Compute,0.0206,-0.0047,0.0071,43.34,0.021,0.285,0.0
904,NOSAAI7,No Mode,No Compute,0.0205,-0.0033,0.0141,0.12,0.018,0.076,0.0
905,ARZ143,No Mode,No Compute,0.0205,-0.0006,0.0105,21.73,0.025,0.212,0.0
906,JOEBIDEN,No Mode,No Compute,0.0205,0.0003,0.0177,905.09,0.0027,0.13,1.651
907,PYTHONISOKAY,No Mode,No Compute,0.0204,0.0024,0.0098,1.81,0.014,0.189,0.0
908,JAVIBEAR1,No Mode,No Compute,0.0204,-0.005,0.0111,22.47,0.03,0.128,1.406
910,USIGMA,No Mode,No Compute,0.0204,-0.0037,0.0031,18.14,0.012,0.169,0.0
914,TRUCULENTAL,No Mode,No Compute,0.0204,0.0,0.012,0.022,0.018,0.147,1.292
915,MNCREATIONS_3,No Mode,No Compute,0.0204,-0.0032,0.0146,0.0,0.0003,0.0,0.0
919,NN_TPOT,No Mode,No Compute,0.0203,0.0082,0.0109,0.015,0.018,0.217,0.0
924,GM_X,No Mode,No Compute,0.0201,0.0022,0.0081,0.0,0.0,0.0,0.0
925,O14,No Mode,No Compute,0.0201,-0.0021,0.0122,0.0,0.0,0.0,0.0
931,SINE,No Mode,No Compute,0.02,-0.0034,0.0058,15.02,0.031,0.192,0.0
932,JEREMY_BERROS,No Mode,No Compute,0.02,0.0049,0.0089,2.08,0.011,0.0,0.0
933,UUAZED14,No Mode,No Compute,0.02,0.0013,0.0066,0.0,0.0,0.0,0.0
935,GIMLI,No Mode,No Compute,0.0199,0.0135,0.0142,0.0,0.0,0.0,0.0
941,GRAV5,No Mode,No Compute,0.0198,0.0011,0.0039,0.0,0.0,0.0,0.0
942,CLASH,No Mode,No Compute,0.0197,-0.0015,0.0047,0.0,0.0,0.0,0.0
946,EIT_2,No Mode,No Compute,0.0196,0.0076,0.0076,0.017,0.028,0.22,0.0
948,SACHINAI,No Mode,No Compute,0.0196,-0.0037,0.0111,0.0,0.0,0.0,0.0
954,ANNA0,No Mode,No Compute,0.0195,-0.0032,-0.0017,0.0,0.0,0.0,0.0
955,QUANTNOSTICATOR,No Mode,No Compute,0.0195,0.0001,0.0124,24.36,0.0002,0.0,0.0
956,REDQUEEN,No Mode,No Compute,0.0195,-0.0014,0.0141,0.15,0.0064,0.07,0.0
958,THE_TWO_TOWERS,No Mode,No Compute,0.0194,0.0077,0.0063,0.0,0.0,0.0,0.0
959,MOONRISE,No Mode,No Compute,0.0194,0.0138,0.0078,0.0,0.0,0.0,0.0
961,BUDBOT_7,No Mode,No Compute,0.0194,0.0002,0.0187,4.23,0.0074,0.034,0.0
963,ANNA4,No Mode,No Compute,0.0194,0.0015,0.0112,0.0,0.0,0.0,0.0
967,ANNA6,No Mode,No Compute,0.0193,0.0038,0.0188,0.0,0.0,0.0,0.0
968,SMIRMIK6,No Mode,No Compute,0.0193,-0.0002,0.0028,0.0,0.0,0.0,0.0
969,1_CHRONICLES_16_V33,No Mode,No Compute,0.0193,-0.0015,0.0058,0.0,0.0,0.0,0.0
976,GAUSSNEWTON_TORCH2,No Mode,No Compute,0.0191,-0.0019,0.0104,0.0,0.0,0.0,0.0
978,NAENAE,No Mode,No Compute,0.019,-0.0054,0.0128,0.01,0.0044,0.0,0.0
979,BETABLOCATOR,No Mode,No Compute,0.019,0.0054,0.0053,0.0,0.0,0.0,0.0
980,ALCHNY,No Mode,No Compute,0.0189,-0.001,0.0071,0.0,0.0,0.0,0.0
987,WAKANDA,No Mode,No Compute,0.0188,0.0023,0.0059,0.0,0.0,0.0,0.0
989,KOERRIE9,No Mode,No Compute,0.0187,-0.0083,0.007,0.0,0.0,0.0,0.0
992,ANNA15,No Mode,No Compute,0.0187,0.003,0.0025,0.0,0.0,0.0,0.0
994,JANKEN10,No Mode,No Compute,0.0186,0.0058,-0.0056,0.0,0.0,0.0,0.0
995,PLUTOAI,No Mode,No Compute,0.0186,-0.0027,0.0067,0.0,0.0,0.0,0.0
996,NASDAQJOCKEY4,No Mode,No Compute,0.0186,-0.0025,0.0109,149.77,0.019,0.162,0.0
997,MINKI,No Mode,No Compute,0.0185,-0.0038,0.0091,0.013,0.017,0.04,0.0
998,ANNA10,No Mode,No Compute,0.0185,0.0034,0.0178,0.0,0.0,0.0,0.0
999,NOSAAI2,No Mode,No Compute,0.0185,-0.0025,0.0123,57.76,0.025,0.029,1.884
1003,WOLVERINE,No Mode,No Compute,0.0185,-0.0017,0.0147,0.0,0.0,0.0,0.0
1004,MERCURYAI,No Mode,No Compute,0.0185,-0.0029,0.0077,0.0,0.0,0.0,0.0
1006,GAUSSNEWTON_TORCH1,No Mode,No Compute,0.0184,0.0014,0.0075,0.0,0.0,0.0,0.0
1007,SVM2_KATSU,No Mode,No Compute,0.0184,-0.0085,0.0011,0.0,0.0,0.0,0.0
1010,SUPERNOVALX,No Mode,No Compute,0.0183,-0.001,0.0156,35.54,0.01,0.0071,0.0
1022,ABERNATHY,No Mode,No Compute,0.0181,-0.0075,0.0012,0.0,0.0,0.0,0.0
1025,KEMO5,No Mode,No Compute,0.0181,-0.0021,0.0192,0.0,0.0,0.0,0.0
1030,WIGGLEMUSE,No Mode,No Compute,0.018,0.0033,0.0172,41.25,0.0073,0.0,0.0
1031,LSTMLARRY,No Mode,No Compute,0.018,-0.0033,0.0093,0.11,0.015,0.0,0.0
1033,THE_RAZOR,No Mode,No Compute,0.018,-0.0037,0.0118,14.04,0.001,0.059,0.0
1036,VIDEIGREN,No Mode,No Compute,0.0179,0.0003,0.0107,35.38,0.015,0.051,0.733
1038,XGB,No Mode,No Compute,0.0179,-0.0029,0.0059,2.33,0.029,0.182,0.0
1046,CWFT404,No Mode,No Compute,0.0176,-0.0008,0.0129,0.79,0.015,0.069,0.0
1048,SSH9,No Mode,No Compute,0.0176,0.0026,0.008,25.92,0.021,0.093,0.0
1053,PHOREX,No Mode,No Compute,0.0175,-0.0057,0.0082,0.0,0.032,0.0008,1.12
1056,THE_UNBURNT,No Mode,No Compute,0.0174,-0.0043,0.0117,12.58,0.0085,0.1,0.0
1057,54JU4,No Mode,No Compute,0.0174,-0.002,0.013,4.56,0.0005,0.161,0.0
1058,THEMICONONE,No Mode,No Compute,0.0174,-0.0015,0.011,64.74,0.022,0.0094,0.0
1059,ANDER1C,No Mode,No Compute,0.0174,-0.0093,0.0023,0.0,0.0,0.0,0.0
1061,CWFT4,No Mode,No Compute,0.0173,-0.0004,0.0164,0.83,0.0086,0.064,0.0
1063,TOKO5,No Mode,No Compute,0.0173,0.0067,-0.005,0.0,0.0,0.0,0.0
1065,THEMICONMAN,No Mode,No Compute,0.0172,-0.0042,0.0105,634.92,0.024,0.023,1.443
1069,WAMAI,No Mode,No Compute,0.0172,-0.0096,0.0028,0.0,0.0,0.0,0.0
1070,DLKL1,No Mode,No Compute,0.0172,0.0121,0.014,0.0,0.0,0.0,0.0
1073,BEEPBOOPBEEP,No Mode,No Compute,0.0171,-0.0013,0.0162,13.9,0.0074,0.0084,1.933
1074,ZIDCLO,No Mode,No Compute,0.0171,-0.0022,0.0013,0.016,0.015,0.451,0.0
1078,RAPPEN5,No Mode,No Compute,0.0169,-0.0017,0.0036,0.0,0.0,0.0,0.0
1084,KOERRIE5,No Mode,No Compute,0.0168,-0.0091,0.0075,0.0,0.0,0.0,0.0
1085,SMIRMIK8,No Mode,No Compute,0.0168,-0.0033,-0.0007,0.0,0.0,0.0,0.0
1087,AWH88,No Mode,No Compute,0.0168,0.0012,0.0052,162.39,0.024,0.049,0.778
1088,ATMAER11,No Mode,No Compute,0.0168,0.0071,0.0046,0.0,0.0,0.0,0.0
1091,ORACULUM9,No Mode,No Compute,0.0167,-0.004,0.0065,0.0,0.0,0.0,0.0
1092,54JU3,No Mode,No Compute,0.0167,-0.0045,0.0142,19.25,0.021,0.027,0.0
20,2XMMC,No Mode,No Compute,0.0167,-0.0044,0.0009,49.72,0.045,0.185,0.0
1099,NCHAMUKONG,No Mode,No Compute,0.0166,-0.0047,0.0044,77.95,0.023,0.201,0.0
1100,WE_ARE_MODELS,No Mode,No Compute,0.0166,-0.0047,-0.0007,0.011,0.028,0.0,0.0
1110,INNMRWETRUST,No Mode,No Compute,0.0164,0.0041,0.0143,286.77,0.011,0.126,0.996
1111,NASDAQJOCKEY3,No Mode,No Compute,0.0164,-0.0038,0.008,127.71,0.011,0.06,0.0
1114,DATAMAN_BJ,No Mode,No Compute,0.0163,-0.0038,0.0061,129.61,0.013,0.069,1.616
1115,KKKK10,No Mode,No Compute,0.0163,0.0043,-0.0041,0.0,0.0,0.0,0.0
1119,MEAN_REVERTER,No Mode,No Compute,0.0162,0.0089,0.0023,0.26,0.0014,0.244,0.0
1126,NASDAQJOCKEY1,No Mode,No Compute,0.0161,-0.0035,0.0096,158.05,0.004,0.025,0.0
1127,CWFT101,No Mode,No Compute,0.0161,-0.0029,0.0122,3.09,0.025,0.07,0.0
1130,TINKI,No Mode,No Compute,0.016,-0.0007,0.0112,0.012,0.0074,0.013,0.0
1137,RIZE8,No Mode,No Compute,0.0159,0.0029,-0.0094,0.0,0.0,0.0,0.0
1138,LABOUTTENSE,No Mode,No Compute,0.0159,-0.0001,0.0143,40.95,0.004,0.0,0.0
1139,KKKK12,No Mode,No Compute,0.0159,0.0047,0.0033,0.0,0.0,0.0,0.0
1144,RAPPEN4,No Mode,No Compute,0.0158,-0.0027,0.0037,0.0,0.0,0.0,0.0
1150,EIT_3,No Mode,No Compute,0.0156,0.0031,0.0032,0.016,0.0005,0.168,0.0
1155,KEMO10,No Mode,No Compute,0.0154,-0.0012,0.015,0.0,0.0,0.0,0.0
1158,KOERRIE2,No Mode,No Compute,0.0153,-0.0038,0.0134,0.0,0.024,0.0,0.0
1160,MLP_REG,No Mode,No Compute,0.0153,-0.0069,0.0017,0.013,0.029,0.149,0.0
1161,CWFT,No Mode,No Compute,0.0153,-0.0034,0.0114,2.78,0.032,0.06,0.0
1164,AMANDA_BATES,No Mode,No Compute,0.0152,-0.0091,-0.0042,0.0,0.0,0.0,0.0
1166,KEMO7,No Mode,No Compute,0.0152,-0.0044,0.015,0.0,0.0,0.0,0.0
1168,NASDAQJOCKEY12,No Mode,No Compute,0.0151,-0.0053,0.0088,114.99,0.0049,0.043,0.0
1171,KEMO6,No Mode,No Compute,0.0151,-0.0044,0.0144,0.0,0.0,0.0,0.0
1172,CHTHR,No Mode,No Compute,0.0151,-0.005,0.0036,2.24,0.029,0.137,0.0
1175,LOG,No Mode,No Compute,0.015,-0.0079,0.0171,29.15,0.0073,0.049,0.0
1177,TOKO6,No Mode,No Compute,0.015,0.0028,-0.0075,0.0,0.0,0.0,0.0
1179,NASDAQJOCKEY7,No Mode,No Compute,0.0149,-0.0034,0.0089,136.82,0.0098,0.059,0.0
1180,ZODIAK5,No Mode,No Compute,0.0149,0.0031,0.0086,0.014,0.023,0.067,0.0
1182,TI994A,No Mode,No Compute,0.0148,-0.0056,-0.0008,2.12,0.024,0.393,0.618
1183,LANCE_A_LOT,No Mode,No Compute,0.0148,0.0039,0.0155,1.21,0.031,0.078,0.23
1184,ANJYU13,No Mode,No Compute,0.0148,0.0055,-0.015,0.0,0.0,0.0,0.0
1185,JABOS_GRANDE,No Mode,No Compute,0.0148,-0.0049,0.012,66.21,0.0072,0.129,0.822
1186,BADSELECTOR2,No Mode,No Compute,0.0148,-0.0041,0.0026,0.0,0.0,0.0,0.0
1190,ATMAERXF,No Mode,No Compute,0.0147,0.0019,-0.0079,0.0,0.0,0.0,0.0
1191,RAVEN488,No Mode,No Compute,0.0147,0.0006,0.0141,0.0,0.0,0.0,0.0
1192,SSH8,No Mode,No Compute,0.0146,-0.0034,0.0113,6.43,0.027,0.04,0.0
1195,GAUSSNEWTON_VAL,No Mode,No Compute,0.0146,0.0052,0.0083,0.0,0.0,0.0,0.0
1199,KOERRIE3,No Mode,No Compute,0.0146,-0.0086,0.0079,0.0,0.032,0.0,0.0
1202,ORACULUM4,No Mode,No Compute,0.0145,-0.0031,0.0052,0.0,0.0,0.0,0.0
1206,RAVEN489,No Mode,No Compute,0.0144,0.0001,0.0136,0.0,0.0,0.0,0.0
1213,CWFT2,No Mode,No Compute,0.0142,-0.0057,0.0085,0.83,0.011,0.015,0.0
1215,NOXAI,No Mode,No Compute,0.0141,-0.0089,0.0012,41.63,0.019,0.299,1.453
1220,HODELMODEL,No Mode,No Compute,0.0141,-0.0096,0.0024,0.0,0.0,0.0,0.0
1221,TIMTHABT,No Mode,No Compute,0.0141,-0.0093,0.0134,14.84,0.012,0.062,0.0
1223,ANDER2S,No Mode,No Compute,0.014,-0.0108,0.0018,0.0,0.0,0.0,0.0
1224,KAGXXXXXXXXXXXXX,No Mode,No Compute,0.0139,0.0054,-0.0037,0.0,0.0,0.0,0.0
1225,JAVIBEAR3,No Mode,No Compute,0.0139,-0.0066,0.0074,10.95,0.014,0.102,0.0
1230,JE_SUIS_NEUTRE,No Mode,No Compute,0.0138,-0.0039,0.0042,2.05,0.027,0.0,0.0
1234,AMAROK,No Mode,No Compute,0.0138,-0.0065,-0.0017,0.24,0.026,0.375,0.5
1237,EOMER,No Mode,No Compute,0.0137,0.0108,0.0087,0.0,0.0,0.0,0.0
1238,CWFT3,No Mode,No Compute,0.0137,-0.0033,0.0128,3.09,0.022,0.011,0.0
1241,PLAZMA,No Mode,No Compute,0.0137,-0.01,0.012,2.64,0.011,0.015,0.0
1247,TOMSERVO,No Mode,No Compute,0.0135,-0.0084,0.0048,0.0,0.03,0.027,0.946
1251,COLDAI,No Mode,No Compute,0.0134,-0.0073,-0.004,0.34,0.0,0.277,0.0
1253,PAUL_THE_0CT0PUS,No Mode,No Compute,0.0133,0.0028,0.0093,0.0,0.0,0.0,0.0
1255,ASERIESOFACCIDENTS,No Mode,No Compute,0.0133,-0.0096,-0.0083,0.0,0.0,0.0,0.0
1011,2XMMC,No Mode,No Compute,0.0132,-0.0096,-0.0038,443.32,0.0076,0.657,0.0
1260,DATAMAN_AI,No Mode,No Compute,0.0131,-0.0055,0.0044,0.0,0.014,0.0,0.0
1265,ATMAER4,No Mode,No Compute,0.013,0.0037,-0.0067,0.0,0.0,0.0,0.0
1266,KNOCKONWOOD2,No Mode,No Compute,0.013,-0.0077,0.0159,0.0,0.0,0.0,0.0
1269,XGB2_KATSU,No Mode,No Compute,0.013,-0.0041,-0.0029,0.0,0.0,0.0,0.0
1272,JMNUM2,No Mode,No Compute,0.0129,0.0075,0.0037,0.0,0.0,0.0,0.0
1273,PHILAE,No Mode,No Compute,0.0128,0.0007,0.0028,41.74,0.024,0.063,0.0
1274,LAZER_007,No Mode,No Compute,0.0128,-0.0065,0.0067,67.96,0.012,0.06,0.0
1275,OR4ER,No Mode,No Compute,0.0128,-0.0072,-0.0061,2.1,0.036,0.351,0.495
1277,ANNA9,No Mode,No Compute,0.0128,-0.0032,0.0024,0.0,0.0,0.0,0.0
1279,NASDAQJOCKEY9,No Mode,No Compute,0.0127,-0.0035,0.0076,121.28,0.023,0.092,0.0
1287,RIZE4,No Mode,No Compute,0.0125,0.0053,-0.0006,0.0,0.0,0.0,0.0
1288,JG_THE_WONDERBEAST,No Mode,No Compute,0.0125,-0.0067,0.009,3.12,0.0014,0.176,1.609
1291,DITDAT,No Mode,No Compute,0.0125,-0.0101,-0.0062,137.49,0.009,0.357,0.0
1292,KKKK11,No Mode,No Compute,0.0125,0.0051,0.0006,0.0,0.0,0.0,0.0
1293,EVOLVZ,No Mode,No Compute,0.0124,-0.0056,0.0054,189.42,0.02,0.029,2.249
1294,GROOVEQUARK,No Mode,No Compute,0.0124,-0.0019,0.0107,10.6,0.0089,0.0,0.0
1300,TESTORGANISATION,No Mode,No Compute,0.0123,-0.008,-0.0108,11.94,0.017,0.356,0.55
1301,LAURENSI,No Mode,No Compute,0.0123,0.0043,-0.0049,0.0,0.0,0.0,0.0
1304,RAVEN487,No Mode,No Compute,0.0122,-0.0018,0.0116,0.0,0.0,0.0,0.0
1306,UNEL,No Mode,No Compute,0.0121,-0.0037,0.0093,0.0,0.0,0.0,0.0
1307,PROPHET_DOGE,No Mode,No Compute,0.0121,-0.0057,0.0091,0.31,0.024,0.098,0.0
1309,MAVEN,No Mode,No Compute,0.0121,0.0076,-0.0011,0.0,0.0,0.0,0.0
1311,ANJYU2,No Mode,No Compute,0.012,0.0014,-0.0047,0.0,0.0,0.0,0.0
1313,NEEOONIIAA,No Mode,No Compute,0.0119,-0.0108,0.001,46.68,0.0077,0.206,0.0
1314,DD12,No Mode,No Compute,0.0119,-0.0043,0.0106,0.0,0.033,0.0,0.0
1315,JE_SUIS_NEUTRE_2,No Mode,No Compute,0.0119,-0.0055,-0.0023,1.91,0.026,0.0,0.0
1320,ANDER3X,No Mode,No Compute,0.0119,-0.0085,-0.001,0.0,0.0,0.0,0.0
1322,DD__DD,No Mode,No Compute,0.0118,-0.0058,0.0104,205.89,0.02,0.0026,0.0
1323,OXIGEN,No Mode,No Compute,0.0118,-0.008,-0.0006,0.012,0.015,0.0,0.0
1325,UUAZED15,No Mode,No Compute,0.0117,-0.0012,0.0061,0.0,0.0,0.0,0.0
1328,SYBR,No Mode,No Compute,0.0116,0.0058,0.0013,0.0,0.0,0.0,0.0
1329,LUIGIBEAR,No Mode,No Compute,0.0116,-0.0106,0.0027,10.48,0.0009,0.091,0.0
1331,BUDBOT_6,No Mode,No Compute,0.0115,-0.0034,0.0108,2.53,0.033,0.0007,0.0
1334,WARG_1,No Mode,No Compute,0.0115,0.0048,0.0052,0.0,0.0,0.0,0.0
1335,JUANMORECOIN,No Mode,No Compute,0.0114,-0.0099,0.0012,17.3,0.024,0.241,1.431
1336,PATIENCEVIRTUE3,No Mode,No Compute,0.0113,0.0043,0.0078,0.0,0.0,0.0,0.0
1337,RGG81,No Mode,No Compute,0.0113,-0.0109,0.005,25.97,0.012,0.129,0.0
1342,WEAKSAUCE,No Mode,No Compute,0.0112,-0.0102,-0.0103,0.0,0.0,0.0,0.0
1343,WHERE_IS_MY_MONEY,No Mode,No Compute,0.0112,-0.0003,0.0064,0.0,0.0,0.0,0.0
1345,FUKMATS,No Mode,No Compute,0.0111,-0.0107,0.0017,55.74,0.017,0.185,0.0
1347,ANDER1X,No Mode,No Compute,0.0111,-0.0081,-0.0037,0.0,0.0,0.0,0.0
1350,TITANIUMTYRANNOSAUR,No Mode,No Compute,0.011,-0.008,0.0043,0.0,0.0,0.0,0.0
1351,CWFT1,No Mode,No Compute,0.011,-0.0044,0.0104,3.07,0.021,0.108,0.0
1357,MYTHRILMORELLADON,No Mode,No Compute,0.0109,-0.0099,0.0025,0.0,0.0,0.0,0.0
1360,JANKEN12,No Mode,No Compute,0.0108,0.0022,-0.0147,0.0,0.0,0.0,0.0
1361,LACKOF,No Mode,No Compute,0.0108,-0.0121,0.006,0.0,0.0,0.0,0.0
1362,SIRI_KEETON,No Mode,No Compute,0.0108,-0.0099,-0.0032,0.0,0.0,0.0,0.0
1364,FXH2,No Mode,No Compute,0.0107,0.0039,-0.002,0.014,0.017,0.11,0.0
1365,METALBABBLE,No Mode,No Compute,0.0107,-0.0015,0.0104,0.0,0.0076,0.0,0.0
1366,SB,No Mode,No Compute,0.0107,-0.0142,-0.0063,222.32,0.02,0.303,0.0
1367,NASDAQJOCKEY2,No Mode,No Compute,0.0107,-0.0079,0.0042,129.06,0.029,0.095,0.0
1369,NASDAQJOCKEY11,No Mode,No Compute,0.0106,-0.007,0.0051,108.41,0.031,0.054,0.0
1371,LIN2_KATSU,No Mode,No Compute,0.0105,-0.0032,-0.0052,0.0,0.0,0.0,0.0
1372,LACKOFREPETITION,No Mode,No Compute,0.0105,-0.0125,0.0064,0.0,0.0,0.0,0.0
1375,CRASHBLOON,No Mode,No Compute,0.0104,-0.0047,0.0091,14.44,0.0002,0.0,0.0
1376,WITCHYAI,No Mode,No Compute,0.0104,-0.0015,0.0082,45.28,0.096,0.176,0.333
1377,UNTITLED,No Mode,No Compute,0.0104,-0.0062,0.001,0.85,0.0002,0.028,0.0
1379,KAGGLERL,No Mode,No Compute,0.0103,0.0036,-0.0009,0.0,0.0,0.0,0.0
1380,SANLIU,No Mode,No Compute,0.0103,-0.0052,-0.0025,0.0,0.0,0.0,0.0
1382,MESOZOICMETALLURGIST,No Mode,No Compute,0.0103,-0.0106,0.0029,0.0,0.0,0.0,0.0
1383,KEMO11,No Mode,No Compute,0.0103,-0.0108,0.011,0.0,0.0,0.0,0.0
1384,ANALOGAI,No Mode,No Compute,0.0101,-0.0118,-0.0033,0.0,0.0,0.0,0.0
1386,ANDER3S,No Mode,No Compute,0.01,-0.0109,0.0016,0.0,0.0,0.0,0.0
1388,AKUMEI6,No Mode,No Compute,0.01,-0.0084,-0.0021,0.0,0.0,0.0,0.0
1389,USIGMA6,No Mode,No Compute,0.01,0.0015,0.0042,0.033,0.0001,0.304,0.0
1390,VLADYSLAV_HERASYMIUK,No Mode,No Compute,0.01,-0.0042,0.006,61.0,0.0036,0.021,0.0
1391,JMNUM8,No Mode,No Compute,0.0099,0.0034,0.0037,0.045,0.0097,0.035,0.0
1393,NASDAQJOCKEY10,No Mode,No Compute,0.0099,-0.008,0.0057,118.97,0.023,0.0098,0.0
1395,ATMAERXC,No Mode,No Compute,0.0099,0.0019,-0.0048,0.0,0.0,0.0,0.0
1396,KALEIDOSCOPEMUD,No Mode,No Compute,0.0097,-0.0047,0.0087,0.0,0.0,0.0,0.0
1401,NASDAQJOCKEY5,No Mode,No Compute,0.0096,-0.0078,0.0032,122.97,0.02,0.03,0.0
