rank,usersname,Mode,compute,corr,mmc,fnc,stake,roi_1_day,roi_3_months,roi_1_year
4421,NUMBERPHILE,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4422,TKG201,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4424,AAPS,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4425,KIHON3,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4426,LIANE,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4427,ENCLOUT,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4428,SAEZ1007,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4429,KIHON2,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4431,NBUIGUNB,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4432,VAIAV,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0007,0.0,0.0,0.0
4433,FANGDON,No Mode,No Compute,-0.0998,-0.0998,-0.0997,2.05,0.0,0.0,0.0
4434,JRAMIS,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4435,ROSE_OLD,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4436,ARCHANGEL3,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4437,HOOGLERAAR,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4438,TACHIBA,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4439,ALIMOHSIN5431,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4440,TYNOMA,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.00035,0.0,0.0,0.0
4441,MOHAMMADI1996,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4443,KONGWEL,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4444,WATCHER228,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4445,MXPLNCK,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4446,IWIWI,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4447,SESO,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4448,IT'S_GUFF!,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4449,SHRUIKIN,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4450,CHAOS2,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4451,DATA_SCIENCE_DOGE,No Mode,No Compute,-0.0998,-0.0998,-0.0997,2.06,0.0,0.0,0.0
4452,ARCHANGEL2,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4453,KMG,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0099,0.0,0.0,0.0
4454,BLOOM_AT,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4455,DATAMAN,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4457,ZXZ9943,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4461,FOREVER_YOUNG,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4462,SHADOWBURN,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4463,WINTER_SOLDIER,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4465,MAMGAIN17,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4467,LASHERSORS,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4468,TILII,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4471,HANDEL,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0099,0.0,0.0,0.0
4472,OPTIMIST,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4473,PESSIMIST,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4474,REALIST,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4475,RAISE_GAME,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4476,SHORT_GAME,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4477,FLAT_GAME,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4478,ELROND,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4479,MIDDLE_GAME,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4480,IMTIRED,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4481,BEST_GAME,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4482,TKG200,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4483,SAGAR100RATHOD,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4484,CLARABB,No Mode,No Compute,-0.0998,-0.0998,-0.0997,10.57,0.0,0.0,0.0
4485,OBE,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.00033,0.0,0.0,0.683
4486,KARTHIKHS,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.011,0.0,0.0,0.058
4487,EAGLES27,No Mode,No Compute,-0.0998,-0.0998,-0.0997,10.52,0.0,0.0,0.0
4488,PABLO_MLV0,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4489,CAYMANNORTH,No Mode,No Compute,-0.0998,-0.0998,-0.0997,27.32,0.0,0.0,0.0
4490,OKTOPUS,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4491,DUBAIJIN,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4492,THEDIGITALDATAOMNIACS,No Mode,No Compute,-0.0998,-0.0998,-0.0997,4.91,0.0,0.0,0.052
4494,ATAULFO1,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4495,ROSE_NEW,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4496,ROSE_BRAND,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4497,DVB,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4498,COTRADER,No Mode,No Compute,-0.0998,-0.0998,-0.0997,2.13,0.0,0.0,0.144
4499,PIOTREK,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4501,DIMI13,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4502,WAXXBALLS,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.021,0.0,0.0,0.0
4503,PLURALITY,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4504,MADMIN,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4505,AYDYOU,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4507,BINGRANW,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4509,TBOLT_3,No Mode,No Compute,-0.0998,-0.0998,-0.0997,4.0,0.0,0.0,0.0
4511,NEEZY,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.1,0.0,0.0,0.234
4512,FKADUMMY,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.079,0.0,0.0,0.234
4513,JENSVANDEGRAAF,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0096,0.0,0.0,0.0
4514,SKAR2020,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4515,HUAISONGXIANG,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4516,ROBOTMARVIN,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4517,ANSON_TEST2,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4518,XYHYSS,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.035,0.0,0.0,0.689
4519,RAMZYY,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0094,0.0,0.0,0.0
4520,RYLLA,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.15,0.0,0.0,0.0
4521,O0PS,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4524,DEEP_THOUGHT,No Mode,No Compute,-0.0998,-0.0998,-0.0997,50.63,0.0,0.0,0.058
4525,DCA,No Mode,No Compute,-0.0998,-0.0998,-0.0997,1.4,0.0,0.0,0.238
4526,DAMAREK,No Mode,No Compute,-0.0998,-0.0998,-0.0997,10.95,0.0,0.0,0.0
4528,WILFRED,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4529,RAMZY,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4530,BLACKSTONE007,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4531,CINDEREZA,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4533,LIGHTELEPHANT,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4534,FERNJOSH,No Mode,No Compute,-0.0998,-0.0998,-0.0997,7.65,0.0,0.0,0.0
4537,MAIMONIDES,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4538,FORNAX,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.00043,0.0,0.0,0.032
4539,SUNITJAIN,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4540,BGH,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4541,ILEX,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4542,LOVESUE,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4543,JARVISTEST1,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4544,SUBHI,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4545,FTA,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4546,BVB,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4547,THIRD3YE,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0098,0.0,0.0,0.0
4548,NORTHWIND,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4549,BOR9,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4550,JARVIS5125,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4551,CORRELATE,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4552,POOJA,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4554,KASAB,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4555,RADOST2323459,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4556,BOODIOO,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.00034,0.0,0.0,0.044
4557,IMKENGUO,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4558,FASTURTLE,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.00035,0.0,0.0,0.0
4559,TOKYOJOE,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4560,BOOTES,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.011,0.0,0.0,0.039
4561,EHRBTL,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4562,ATAULFO3,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4563,DSGURU,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4564,QUBQUB,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4565,YOUSHAAMURHIJ,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4566,ASHSANDHU,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4567,POOPER,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4568,SELVA,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.00071,0.0,0.0,0.0
4569,ARTAS,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4571,CRAZYAI,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.00036,0.0,0.0,0.0
4572,ALBERTOCORRIAS3,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4573,DEVCON,No Mode,No Compute,-0.0998,-0.0998,-0.0997,2.38,0.0,0.0,0.683
4574,CRYPTO_DOGE,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4575,ALBERTOCORRIAS2,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4576,TBOLT,No Mode,No Compute,-0.0998,-0.0998,-0.0997,6.01,0.0,0.0,0.0
4579,PEB,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0085,0.0,0.0,0.046
4580,TOP_TACTIC,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4581,CHOCOLMYER,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4582,ANDX0R,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4583,OSIRIS31,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4584,TESLAI,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4585,AIPHA,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.00018,0.0,0.0,0.397
4587,LITTLEHANS,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4588,ENJOYIT,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4590,PANKAROL,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4591,SOLUFAST,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4592,DJIWLDC35,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4593,PIKANTEHUMMUS,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4594,AMDAPSI,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4595,RESTINPEACE,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4596,ERASURE,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4597,MARTY_MACFLY,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4599,HAPPINESSJANE,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4600,SAMSEPI0L,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0067,0.0,0.0,0.064
4602,SCORPIO,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.014,0.0,0.0,0.413
4603,POOPER_TEST,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4604,KUNA,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4605,POOF,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4606,JFTD88,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.008,0.0,0.0,0.0
4607,SCHOLLE,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4608,LUIS1991,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4609,BLAISE_TRI,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.013,0.0,0.0,0.0
4610,NICOLASROBELTO,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4611,CARDINAL_FIRE,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0047,0.0,0.0,0.03
4612,CODER101,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4613,QUEENCODE,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4614,SLEN,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4615,DEEPHATE,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.011,0.0,0.0,0.0
4616,GUIL_LIAN,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4617,PRASEN123,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4618,AMED1092,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4619,TECHSAVVY740,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4620,SCARLET_SPEEDSTER2,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4621,HOOGLERAARKZ,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4622,MYSHENIN,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4624,TOINOU,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.011,0.0,0.0,0.0
4625,ONE,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4626,CHANCEDURR,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4628,B52,No Mode,No Compute,-0.0998,-0.0998,-0.0997,4.96,0.0,0.0,0.0
4629,MIARODRIGUEZFO16,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4630,GREAT_INTELLIGENCE,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4631,VINEETH_MVR,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4632,TSSRIRAM,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4633,DJIWLDD9K,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4635,YOTTA,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4637,TBOLT_2,No Mode,No Compute,-0.0998,-0.0998,-0.0997,4.99,0.0,0.0,0.0
4638,KVIGGY0,No Mode,No Compute,-0.0998,-0.0998,-0.0997,1.51,0.0,0.0,0.135
4639,FS,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4640,IAMNINZ,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4642,OBJECTSCIENCE_3,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4643,ANAKIN,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4645,OPUROHIT,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4646,KPSYCHAS,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4647,YOZO,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4648,PONPEN,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4649,OBJECTSCIENCE_2,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4651,DJIWLDD7K,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4652,BOOST_FOX,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4653,MOGAABE,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4654,OBJECTSCIENCE_10,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4655,KRUNCH,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4656,TAMERLANE,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4657,SPARKMANCER,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4658,DJIWLDC76,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4659,DJIWLDD9,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4661,TJHOUK,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0099,0.0,0.0,0.0
4662,SMOOL55,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4663,GON_MONITAR,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.00065,0.0,0.0,0.0
4666,MLPN,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4668,KYZAR,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4669,RNTATSUYA,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4670,GON8,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4671,GON7,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4672,GON6,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4673,MUDDYALPHA,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4674,SUSHANTAG9,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4675,OBJECTSCIENCE_6,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.00023,0.0,0.0,0.0
4678,GUYBRUSH,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4679,PHYLLOTAXIS,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4681,LEARNING_XUN,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4684,HEYHAAI,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4685,HEDGEFIEND,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4686,GON4,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4688,STONK_MAXIMIZATION,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.021,0.0,0.0,0.0
4689,JED_AI,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.014,0.0,0.0,0.482
4691,GON5,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4692,ISM,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4694,CRISTIANPJENSEN,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4695,LF_CELINE,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4696,ERIK_THE_RED,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4697,MASTERSPLINTER,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4698,LIGHT_GBM,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4699,DAVIDFROMDENMARK,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4700,TAKAHASHI,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4702,RAYCHEN92,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4703,JENNYAFRANK,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.17,0.0,0.0,0.0
4704,PYRATE1503,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.05,0.0,0.0,0.0
4705,ROBINBG,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.008,0.0,0.0,0.031
4706,REAL_RAINMAN,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4707,KAZUMA,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4708,TENDO0907,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4710,SEM,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4711,AKSHAYGAWATE,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4712,KUZI,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4713,KOEN_7,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4714,KOEN_6,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4715,KOEN_5,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4716,KOEN_4,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4717,AMERICANFAD,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4718,MKAMDAR15,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4719,ARISTARCHUS91,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4720,KARVENKA77,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4721,LORENZOMEZZINI,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4722,ARSLAN_SALEEM,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4723,ISLEOF,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
